"ID","Total.Enrollment","Female","Male","Asian","Black","Hispanic","White","Disabilities","English.Language.Learners","Poverty","Economic.Needs.Index","MAT_num_tested","MAT_mean_score","ELA_num_tested","ELA_mean_score"
"02M183 2013",619,0.439,0.561,0.168,0.042,0.108,0.645,0.199,0.052,0.108,NA,277,332,270,89
"02M183 2014",606,0.454,0.546,0.167,0.048,0.091,0.658,0.203,0.053,0.094,NA,298,329,290,91
"02M183 2015",595,0.469,0.531,0.195,0.037,0.101,0.639,0.202,0.055,0.096,0.075,280,332,273,93
"02M183 2016",555,0.447,0.553,0.169,0.04,0.105,0.661,0.193,0.059,0.085,0.062,258,338,249,97
"02M183 2017",567,0.483,0.517,0.169,0.034,0.086,0.677,0.162,0.071,0.067,0.051,228,344,224,105
"02M198 2013",542,0.456,0.544,0.137,0.181,0.369,0.292,0.196,0.083,0.635,NA,217,294,215,55
"02M198 2014",495,0.463,0.537,0.131,0.143,0.378,0.339,0.198,0.063,0.576,NA,230,305,228,60
"02M198 2015",462,0.47,0.53,0.141,0.136,0.307,0.405,0.206,0.061,0.509,0.347,209,314,207,70
"02M198 2016",498,0.472,0.528,0.161,0.104,0.267,0.454,0.201,0.068,0.43,0.293,230,331,229,86
"02M198 2017",468,0.479,0.521,0.203,0.092,0.229,0.453,0.203,0.064,0.4,0.259,186,333,183,91
"02M212 2013",348,0.52,0.48,0.103,0.092,0.216,0.497,0.167,0.037,0.261,NA,163,333,163,90
"02M212 2014",343,0.51,0.49,0.108,0.085,0.216,0.504,0.169,0.026,0.236,NA,162,336,161,96
"02M212 2015",361,0.526,0.474,0.078,0.069,0.219,0.501,0.136,0.025,0.194,0.176,165,334,165,88
"02M212 2016",378,0.534,0.466,0.103,0.058,0.228,0.479,0.138,0.024,0.214,0.181,158,332,158,97
"02M212 2017",375,0.539,0.461,0.123,0.056,0.24,0.483,0.131,0.027,0.211,0.181,158,331,159,93
"02M217 2013",476,0.538,0.462,0.252,0.244,0.191,0.305,0.113,0.057,0.408,NA,187,307,180,68
"02M217 2014",518,0.525,0.475,0.272,0.22,0.172,0.315,0.108,0.073,0.402,NA,214,313,200,72
"02M217 2015",536,0.498,0.502,0.278,0.185,0.159,0.343,0.131,0.076,0.353,0.267,213,317,204,77
"02M217 2016",587,0.482,0.518,0.291,0.157,0.143,0.363,0.131,0.073,0.361,0.245,250,320,240,83
"02M217 2017",613,0.499,0.501,0.294,0.132,0.152,0.38,0.113,0.111,0.334,0.229,280,327,274,92
"02M225 2013",318,0.563,0.437,0.044,0.286,0.431,0.22,0.151,0.035,0.478,NA,97,305,98,74
"02M225 2014",319,0.536,0.464,0.05,0.245,0.439,0.219,0.204,0.028,0.426,NA,89,315,89,78
"02M225 2015",323,0.489,0.511,0.037,0.211,0.418,0.279,0.214,0.037,0.433,0.356,89,312,90,77
"02M225 2016",335,0.519,0.481,0.036,0.185,0.37,0.352,0.221,0.03,0.4,0.319,81,306,84,78
"02M225 2017",311,0.505,0.495,0.058,0.167,0.376,0.328,0.209,0.029,0.347,0.325,70,314,71,84
"02M234 2013",827,0.492,0.508,0.119,0.031,0.08,0.71,0.157,0.008,0.068,NA,431,324,430,87
"02M234 2014",785,0.502,0.498,0.127,0.023,0.083,0.69,0.186,0.013,0.057,NA,407,332,403,89
"02M234 2015",729,0.497,0.503,0.115,0.01,0.075,0.702,0.173,0.016,0.048,0.064,336,338,338,92
"02M234 2016",704,0.497,0.503,0.107,0.013,0.084,0.697,0.186,0.013,0.033,0.053,300,333,300,98
"02M234 2017",683,0.485,0.515,0.105,0.016,0.081,0.697,0.167,0.023,0.047,0.054,301,335,308,96
"02M255 2013",386,0.554,0.446,0.187,0.052,0.122,0.627,0.127,0.003,0.166,NA,377,336,378,105
"02M255 2014",378,0.569,0.431,0.209,0.048,0.101,0.616,0.138,0,0.161,NA,248,345,370,100
"02M255 2015",365,0.603,0.397,0.214,0.038,0.085,0.636,0.132,0,0.112,0.126,297,342,362,107
"02M255 2016",374,0.612,0.388,0.187,0.032,0.094,0.626,0.139,0,0.112,0.114,325,352,369,108
"02M255 2017",390,0.582,0.418,0.185,0.023,0.103,0.61,0.151,0.003,0.105,0.088,343,356,386,118
"02M260 2013",249,0.651,0.349,0.137,0.124,0.229,0.498,0.229,0.02,0.406,NA,240,325,240,86
"02M260 2014",266,0.707,0.293,0.143,0.113,0.211,0.511,0.214,0.015,0.327,NA,251,330,249,89
"02M260 2015",270,0.763,0.237,0.152,0.063,0.141,0.611,0.17,0.011,0.207,0.228,259,333,261,93
"02M260 2016",376,0.723,0.277,0.138,0.059,0.101,0.654,0.176,0.008,1,0.185,229,331,258,95
"02M260 2017",489,0.681,0.319,0.129,0.051,0.112,0.642,0.164,0.006,1,0.171,233,338,273,102
"02M267 2014",261,0.517,0.483,0.096,0.015,0.054,0.816,0.207,0.046,0.077,NA,24,320,24,91
"02M267 2015",320,0.509,0.491,0.091,0.016,0.063,0.806,0.175,0.022,0.075,0.049,74,325,74,90
"02M267 2016",365,0.512,0.488,0.107,0.016,0.074,0.781,0.186,0.044,0.068,0.034,129,336,128,101
"02M267 2017",401,0.509,0.491,0.105,0.012,0.087,0.781,0.185,0.04,0.055,0.027,166,338,164,102
"02M276 2013",801,0.488,0.512,0.218,0.06,0.144,0.519,0.132,0.044,0.112,NA,379,326,376,88
"02M276 2014",875,0.48,0.52,0.227,0.045,0.126,0.544,0.136,0.035,0.118,NA,474,326,489,84
"02M276 2015",857,0.474,0.526,0.223,0.046,0.116,0.554,0.162,0.021,0.09,0.114,495,328,523,87
"02M276 2016",872,0.479,0.521,0.205,0.044,0.109,0.563,0.165,0.022,0.071,0.106,533,329,557,94
"02M276 2017",850,0.471,0.529,0.199,0.049,0.106,0.567,0.171,0.016,0.082,0.105,510,331,543,97
"02M281 2017",187,0.444,0.556,0.289,0.102,0.139,0.444,0.171,0.134,0.225,0.188,24,326,22,89
"02M289 2013",293,0.553,0.447,0.382,0.085,0.171,0.355,0.181,0.017,0.464,NA,276,324,277,85
"02M289 2014",293,0.553,0.447,0.348,0.099,0.15,0.389,0.167,0.007,0.389,NA,279,326,280,84
"02M289 2015",292,0.541,0.459,0.353,0.079,0.158,0.384,0.168,0.014,0.346,0.306,278,328,281,85
"02M289 2016",289,0.547,0.453,0.384,0.083,0.128,0.381,0.197,0.01,0.419,0.396,273,330,274,91
"02M289 2017",281,0.523,0.477,0.42,0.057,0.121,0.377,0.231,0.011,0.438,0.369,265,327,267,91
"02M290 2013",662,0.505,0.495,0.128,0.035,0.085,0.707,0.139,0.036,0.13,NA,350,335,346,95
"02M290 2014",675,0.511,0.489,0.123,0.022,0.073,0.723,0.16,0.049,0.121,NA,351,337,345,94
"02M290 2015",646,0.533,0.467,0.116,0.014,0.071,0.741,0.152,0.04,0.101,0.07,325,346,318,95
"02M290 2016",627,0.525,0.475,0.108,0.014,0.086,0.726,0.137,0.03,0.1,0.061,283,338,277,98
"02M290 2017",592,0.537,0.463,0.108,0.022,0.081,0.723,0.127,0.039,0.106,0.058,261,346,253,110
"02M312 2013",561,0.455,0.545,0.424,0.03,0.103,0.36,0.141,0.004,0.369,NA,537,351,538,104
"02M312 2014",573,0.499,0.501,0.412,0.028,0.089,0.391,0.15,0.003,0.325,NA,444,352,554,100
"02M312 2015",558,0.491,0.509,0.446,0.02,0.072,0.384,0.149,0.004,0.346,0.303,417,354,540,103
"02M312 2016",551,0.492,0.508,0.468,0.024,0.074,0.343,0.152,0.007,0.289,0.296,403,358,532,104
"02M312 2017",541,0.392,0.608,0.519,0.018,0.057,0.335,0.153,0.011,0.303,0.295,407,356,528,105
"02M343 2016",279,0.523,0.477,0.161,0.032,0.133,0.591,0.19,0.047,0.125,0.096,42,321,41,84
"02M343 2017",377,0.533,0.467,0.164,0.04,0.133,0.554,0.162,0.021,0.072,0.076,95,329,93,90
"02M347 2013",220,0.541,0.459,0.041,0.232,0.445,0.264,0.505,0.082,0.705,NA,37,278,36,52
"02M347 2014",214,0.533,0.467,0.023,0.201,0.444,0.299,0.537,0.07,0.682,NA,37,293,37,55
"02M347 2015",196,0.505,0.495,0.031,0.23,0.49,0.214,0.48,0.087,0.699,0.635,29,288,29,57
"02M347 2016",189,0.492,0.508,0.037,0.222,0.46,0.233,0.587,0.063,0.672,0.578,34,286,34,74
"02M347 2017",195,0.497,0.503,0.026,0.215,0.456,0.226,0.544,0.046,0.615,0.599,32,303,35,87
"02M397 2013",318,0.472,0.528,0.189,0.019,0.135,0.538,0.097,0.019,0.082,NA,47,326,46,86
"02M397 2014",362,0.467,0.533,0.155,0.025,0.122,0.569,0.133,0.025,0.083,NA,95,341,96,87
"02M397 2015",430,0.474,0.526,0.142,0.026,0.123,0.577,0.14,0.016,0.091,0.054,148,342,150,95
"02M397 2016",443,0.49,0.51,0.138,0.027,0.124,0.582,0.149,0.02,0.111,0.074,198,336,201,93
"02M397 2017",508,0.5,0.5,0.156,0.033,0.126,0.551,0.146,0.028,0.122,0.093,263,334,264,98
"02M407 2013",476,0.479,0.521,0.059,0.109,0.158,0.58,0.069,0.008,0.168,NA,134,316,137,89
"02M407 2014",468,0.494,0.506,0.077,0.12,0.171,0.543,0.066,0.004,0.239,NA,52,318,52,86
"02M407 2015",482,0.481,0.519,0.066,0.145,0.156,0.564,0.073,0,0.189,0.265,33,318,33,91
"02M407 2016",484,0.49,0.51,0.068,0.157,0.159,0.548,0.074,0,0.182,0.267,24,316,25,82
"02M407 2017",486,0.5,0.5,0.068,0.175,0.171,0.519,0.095,0.002,0.198,0.273,21,306,27,60
"02M408 2013",531,0.753,0.247,0.06,0.224,0.239,0.418,0.047,0.004,0.309,NA,89,319,89,99
"02M408 2014",512,0.744,0.256,0.049,0.242,0.211,0.473,0.072,0.002,0.338,NA,79,326,93,94
"02M408 2015",536,0.731,0.269,0.032,0.233,0.203,0.472,0.112,0.002,0.334,0.328,72,331,82,97
"02M408 2016",546,0.745,0.255,0.048,0.227,0.201,0.436,0.123,0.002,0.344,0.341,56,339,67,102
"02M408 2017",544,0.756,0.244,0.064,0.193,0.199,0.41,0.143,0,0.285,0.327,49,344,70,107
"02M413 2013",707,0.496,0.504,0.17,0.11,0.284,0.345,0.146,0.007,0.364,NA,272,329,273,83
"02M413 2014",715,0.509,0.491,0.159,0.12,0.278,0.357,0.148,0.006,0.39,NA,279,324,279,81
"02M413 2015",713,0.508,0.492,0.146,0.104,0.303,0.358,0.151,0.007,0.377,0.356,275,327,276,82
"02M413 2016",747,0.499,0.501,0.151,0.111,0.289,0.367,0.183,0.008,0.361,0.336,251,330,250,91
"02M413 2017",763,0.489,0.511,0.156,0.114,0.279,0.371,0.195,0.01,0.33,0.324,248,327,254,90
"02M422 2013",340,0.332,0.668,0.068,0.191,0.318,0.385,0.276,0.012,0.426,NA,229,305,228,72
"02M422 2014",478,0.293,0.707,0.092,0.144,0.343,0.368,0.278,0.025,0.421,NA,245,308,275,74
"02M422 2015",564,0.287,0.713,0.096,0.154,0.362,0.339,0.312,0.023,0.424,0.391,246,307,279,76
"02M422 2016",662,0.317,0.683,0.109,0.192,0.35,0.292,0.325,0.029,0.462,0.433,224,297,259,71
"02M422 2017",643,0.317,0.683,0.11,0.202,0.404,0.227,0.328,0.026,0.532,0.484,204,296,218,73
"02M442 2013",157,0.554,0.446,0.338,0.344,0.191,0.121,0.019,0.019,0.624,NA,153,330,151,80
"02M442 2014",149,0.597,0.403,0.396,0.268,0.181,0.128,0.027,0.013,0.617,NA,143,338,143,86
"02M442 2015",150,0.567,0.433,0.373,0.24,0.16,0.193,0.02,0.007,1,0.457,149,345,149,90
"02M442 2016",152,0.533,0.467,0.362,0.25,0.158,0.191,0.033,0,1,0.454,122,342,142,97
"02M442 2017",150,0.54,0.46,0.3,0.293,0.173,0.187,0.033,0.02,1,0.388,143,338,143,97
"02M527 2016",231,0.442,0.558,0.152,0.017,0.195,0.589,0.165,0.009,0.108,0.106,47,342,46,102
"02M527 2017",294,0.49,0.51,0.116,0.044,0.17,0.636,0.15,0.024,0.16,0.129,97,344,97,106
"02M655 2013",727,0.51,0.49,0.037,0.307,0.611,0.029,0.187,0.07,0.755,NA,85,284,87,49
"02M655 2014",771,0.51,0.49,0.035,0.275,0.642,0.03,0.184,0.086,0.769,NA,76,284,77,51
"02M655 2015",697,0.502,0.498,0.037,0.291,0.623,0.032,0.198,0.069,0.75,0.761,62,274,63,55
"02M655 2016",616,0.482,0.518,0.049,0.31,0.599,0.018,0.224,0.067,0.74,0.748,58,276,56,52
"02M655 2017",632,0.491,0.509,0.047,0.304,0.585,0.032,0.22,0.087,0.715,0.734,39,278,37,57
"02M896 2013",327,0.443,0.557,0.404,0.199,0.239,0.141,0.26,0.08,0.682,NA,291,311,290,65
"02M896 2014",350,0.454,0.546,0.386,0.171,0.26,0.157,0.291,0.106,0.689,NA,309,317,309,67
"02M896 2015",366,0.475,0.525,0.402,0.137,0.208,0.219,0.281,0.085,0.598,0.552,316,317,321,73
"02M896 2016",388,0.51,0.49,0.402,0.093,0.198,0.273,0.278,0.077,0.557,0.507,320,324,325,80
"02M896 2017",386,0.518,0.482,0.44,0.096,0.166,0.275,0.254,0.08,0.567,0.491,342,323,342,88
"02M933 2015",79,0.633,0.367,0.076,0.215,0.481,0.19,0.367,0.063,0.722,0.593,71,299,70,68
"02M933 2016",157,0.58,0.42,0.096,0.197,0.471,0.197,0.287,0.076,0.682,0.551,149,303,146,68
"02M933 2017",247,0.571,0.429,0.101,0.198,0.502,0.166,0.32,0.085,0.745,0.536,215,293,221,69
"03M009 2013",640,0.533,0.467,0.092,0.075,0.214,0.587,0.125,0.053,0.242,NA,281,336,280,95
"03M009 2014",648,0.515,0.485,0.08,0.065,0.211,0.6,0.147,0.046,0.228,NA,296,341,295,97
"03M009 2015",658,0.512,0.488,0.082,0.044,0.214,0.619,0.153,0.033,0.214,0.207,295,345,295,99
"03M009 2016",611,0.52,0.48,0.085,0.049,0.213,0.594,0.17,0.028,0.203,0.19,275,347,273,101
"03M009 2017",600,0.508,0.492,0.085,0.055,0.193,0.588,0.167,0.033,0.195,0.179,259,344,257,104
"03M054 2013",807,0.493,0.507,0.076,0.166,0.155,0.556,0.1,0.025,0.278,NA,773,333,774,91
"03M054 2014",815,0.501,0.499,0.085,0.137,0.144,0.595,0.121,0.023,0.259,NA,564,337,772,94
"03M054 2015",813,0.485,0.515,0.055,0.096,0.139,0.646,0.122,0.012,0.209,0.219,562,344,767,97
"03M054 2016",850,0.469,0.531,0.087,0.081,0.116,0.644,0.128,0.016,0.181,0.19,577,346,781,99
"03M054 2017",850,0.471,0.529,0.114,0.076,0.127,0.62,0.112,0.013,0.128,0.157,612,352,810,108
"03M075 2013",622,0.468,0.532,0.035,0.262,0.523,0.161,0.18,0.141,0.699,NA,311,304,310,59
"03M075 2014",607,0.458,0.542,0.038,0.254,0.53,0.15,0.262,0.147,0.707,NA,273,312,272,66
"03M075 2015",566,0.445,0.555,0.032,0.249,0.528,0.166,0.284,0.14,0.686,0.589,253,311,250,70
"03M075 2016",569,0.46,0.54,0.016,0.234,0.564,0.16,0.316,0.132,0.703,0.615,206,311,203,76
"03M075 2017",575,0.45,0.55,0.024,0.231,0.55,0.158,0.32,0.141,0.723,0.607,214,312,212,76
"03M076 2013",521,0.526,0.474,0.006,0.775,0.192,0.025,0.165,0.086,0.917,NA,259,284,256,49
"03M076 2014",498,0.51,0.49,0.008,0.769,0.195,0.024,0.195,0.086,0.92,NA,254,290,249,53
"03M076 2015",520,0.51,0.49,0.004,0.785,0.183,0.023,0.183,0.092,0.902,0.833,260,284,243,57
"03M076 2016",503,0.527,0.473,0.008,0.795,0.163,0.03,0.203,0.093,0.92,0.847,267,278,262,53
"03M076 2017",508,0.52,0.48,0,0.776,0.189,0.03,0.201,0.085,0.927,0.862,266,276,262,53
"03M084 2013",514,0.518,0.482,0.025,0.198,0.459,0.29,0.15,0.082,0.609,NA,196,307,193,70
"03M084 2014",517,0.526,0.474,0.031,0.18,0.426,0.327,0.188,0.083,0.54,NA,203,313,201,73
"03M084 2015",521,0.522,0.478,0.015,0.148,0.447,0.351,0.179,0.094,0.532,0.475,187,317,181,74
"03M084 2016",552,0.505,0.495,0.025,0.132,0.422,0.379,0.17,0.098,0.498,0.451,206,314,201,80
"03M084 2017",565,0.533,0.467,0.035,0.11,0.407,0.4,0.17,0.085,0.474,0.427,214,318,211,86
"03M087 2013",949,0.484,0.516,0.068,0.061,0.149,0.681,0.172,0.031,0.097,NA,482,331,480,93
"03M087 2014",900,0.493,0.507,0.071,0.047,0.143,0.663,0.174,0.037,0.089,NA,433,340,431,100
"03M087 2015",875,0.504,0.496,0.07,0.048,0.147,0.654,0.178,0.037,0.091,0.095,398,341,396,98
"03M087 2016",852,0.502,0.498,0.068,0.049,0.148,0.64,0.187,0.038,0.07,0.091,351,339,349,103
"03M087 2017",877,0.495,0.505,0.067,0.059,0.146,0.628,0.18,0.03,0.089,0.103,378,340,380,104
"03M145 2013",409,0.504,0.496,0.012,0.274,0.65,0.049,0.183,0.164,1,NA,162,273,158,45
"03M145 2014",407,0.504,0.496,0.025,0.268,0.629,0.064,0.214,0.135,1,NA,150,282,148,47
"03M145 2015",391,0.517,0.483,0.013,0.269,0.642,0.049,0.235,0.123,1,0.773,143,279,140,44
"03M145 2016",368,0.511,0.489,0.024,0.253,0.628,0.068,0.236,0.13,1,0.734,137,271,136,48
"03M145 2017",370,0.541,0.459,0.011,0.297,0.619,0.046,0.235,0.105,1,0.792,123,287,121,50
"03M149 2013",382,0.474,0.526,0.024,0.631,0.27,0.013,0.259,0.086,0.916,NA,192,272,185,40
"03M149 2014",339,0.469,0.531,0.029,0.596,0.316,0.009,0.307,0.08,0.885,NA,168,274,167,39
"03M149 2015",287,0.477,0.523,0.028,0.669,0.237,0.017,0.317,0.091,0.878,0.852,151,272,150,42
"03M149 2016",285,0.495,0.505,0.028,0.642,0.274,0.018,0.302,0.088,0.919,0.858,147,267,145,42
"03M149 2017",256,0.484,0.516,0.02,0.617,0.289,0.039,0.301,0.105,0.965,0.835,137,270,133,48
"03M163 2013",646,0.488,0.512,0.063,0.184,0.452,0.266,0.135,0.067,0.526,NA,304,317,302,75
"03M163 2014",625,0.459,0.541,0.058,0.171,0.459,0.27,0.157,0.074,0.522,NA,312,332,313,83
"03M163 2015",599,0.472,0.528,0.067,0.169,0.459,0.272,0.167,0.072,0.521,0.495,305,332,302,84
"03M163 2016",587,0.467,0.533,0.063,0.16,0.457,0.273,0.158,0.073,0.511,0.482,277,326,275,85
"03M163 2017",567,0.474,0.526,0.055,0.164,0.45,0.279,0.16,0.071,0.494,0.475,269,327,266,86
"03M165 2013",853,0.471,0.529,0.028,0.143,0.72,0.094,0.186,0.195,0.812,NA,486,292,474,59
"03M165 2014",858,0.471,0.529,0.034,0.153,0.703,0.096,0.181,0.175,0.8,NA,494,288,482,52
"03M165 2015",831,0.487,0.513,0.043,0.138,0.691,0.111,0.191,0.176,0.776,0.708,471,289,450,55
"03M165 2016",775,0.49,0.51,0.035,0.139,0.676,0.129,0.214,0.166,0.734,0.695,444,292,434,62
"03M165 2017",731,0.488,0.512,0.047,0.137,0.64,0.157,0.204,0.141,0.744,0.638,413,296,401,67
"03M166 2013",608,0.512,0.488,0.094,0.102,0.23,0.554,0.137,0.054,0.329,NA,283,329,282,87
"03M166 2014",594,0.513,0.487,0.101,0.081,0.214,0.571,0.135,0.061,0.293,NA,277,340,275,95
"03M166 2015",615,0.514,0.486,0.112,0.067,0.179,0.589,0.143,0.054,0.252,0.204,271,340,268,94
"03M166 2016",614,0.498,0.502,0.106,0.062,0.168,0.586,0.142,0.023,0.213,0.184,253,345,253,102
"03M166 2017",638,0.484,0.516,0.122,0.061,0.163,0.574,0.114,0.049,0.187,0.169,265,345,265,106
"03M180 2013",601,0.479,0.521,0.02,0.592,0.28,0.067,0.108,0.065,0.732,NA,304,294,298,57
"03M180 2014",614,0.474,0.526,0.021,0.58,0.267,0.088,0.151,0.068,0.741,NA,294,300,316,61
"03M180 2015",625,0.474,0.526,0.016,0.568,0.29,0.086,0.166,0.053,0.717,0.636,323,297,323,62
"03M180 2016",595,0.479,0.521,0.012,0.575,0.296,0.079,0.197,0.047,0.708,0.664,333,295,330,68
"03M180 2017",591,0.506,0.494,0.02,0.526,0.323,0.098,0.183,0.061,0.702,0.636,312,292,310,69
"03M191 2013",551,0.477,0.523,0.067,0.379,0.432,0.114,0.227,0.074,0.75,NA,318,286,317,50
"03M191 2014",514,0.492,0.508,0.07,0.385,0.446,0.088,0.272,0.076,0.798,NA,293,280,290,48
"03M191 2015",490,0.52,0.48,0.073,0.333,0.465,0.114,0.292,0.082,0.773,0.669,251,276,256,48
"03M191 2016",453,0.508,0.492,0.068,0.362,0.448,0.113,0.298,0.079,0.737,0.646,174,272,181,58
"03M191 2017",425,0.442,0.558,0.075,0.336,0.447,0.127,0.292,0.08,0.776,0.67,176,277,184,55
"03M199 2013",838,0.49,0.51,0.113,0.03,0.122,0.673,0.162,0.02,0.098,NA,385,337,383,97
"03M199 2014",838,0.504,0.496,0.124,0.02,0.131,0.666,0.153,0.023,0.079,NA,399,336,396,94
"03M199 2015",889,0.502,0.498,0.128,0.015,0.134,0.659,0.169,0.027,0.075,0.074,391,343,390,96
"03M199 2016",903,0.512,0.488,0.144,0.024,0.126,0.633,0.167,0.029,0.071,0.061,403,347,399,102
"03M199 2017",884,0.497,0.503,0.149,0.041,0.113,0.622,0.175,0.036,0.058,0.062,417,346,412,106
"03M208 2013",183,0.448,0.552,0.016,0.607,0.35,0.022,0.29,0.142,0.984,NA,157,273,155,49
"03M208 2014",164,0.5,0.5,0.012,0.616,0.335,0.024,0.28,0.11,0.951,NA,147,282,144,48
"03M208 2015",157,0.548,0.452,0.019,0.643,0.312,0.025,0.325,0.102,0.955,0.856,142,281,138,49
"03M208 2016",141,0.596,0.404,0.028,0.61,0.34,0.014,0.333,0.106,0.95,0.852,125,288,122,56
"03M208 2017",124,0.556,0.444,0.04,0.597,0.339,0.008,0.298,0.113,0.96,0.828,119,283,118,51
"03M241 2013",101,0.465,0.535,0.02,0.634,0.347,0,0.267,0.129,0.96,NA,45,280,44,49
"03M241 2014",99,0.475,0.525,0.02,0.576,0.384,0.02,0.323,0.131,0.919,NA,34,285,33,49
"03M241 2015",100,0.5,0.5,0.02,0.48,0.46,0.04,0.39,0.14,0.91,0.832,40,263,41,38
"03M241 2016",112,0.5,0.5,0.027,0.527,0.384,0.045,0.384,0.134,0.946,0.865,49,269,44,53
"03M241 2017",124,0.468,0.532,0.032,0.476,0.419,0.056,0.355,0.194,0.895,0.83,63,275,59,62
"03M242 2013",276,0.467,0.533,0.004,0.674,0.246,0.043,0.236,0.08,0.873,NA,105,282,101,50
"03M242 2014",223,0.462,0.538,0.004,0.65,0.296,0.027,0.327,0.094,0.901,NA,84,295,83,52
"03M242 2015",221,0.443,0.557,0.009,0.674,0.262,0.032,0.339,0.095,0.937,0.886,85,301,84,52
"03M242 2016",214,0.425,0.575,0.009,0.654,0.285,0.023,0.304,0.065,0.836,0.808,80,293,79,58
"03M242 2017",187,0.455,0.545,0.011,0.626,0.294,0.037,0.267,0.043,0.866,0.829,68,289,68,55
"03M243 2013",229,0.498,0.502,0.074,0.157,0.118,0.638,0.048,0.004,0.131,NA,222,326,222,100
"03M243 2014",229,0.489,0.511,0.07,0.17,0.109,0.633,0.074,0,0.109,NA,170,337,221,99
"03M243 2015",230,0.491,0.509,0.083,0.148,0.126,0.626,0.091,0.009,0.122,0.181,162,339,215,103
"03M243 2016",236,0.517,0.483,0.081,0.148,0.119,0.614,0.11,0,0.123,0.184,168,337,217,104
"03M243 2017",234,0.526,0.474,0.068,0.128,0.145,0.607,0.111,0,0.064,0.158,165,338,221,107
"03M245 2013",410,0.546,0.454,0.095,0.19,0.249,0.454,0.156,0.017,0.366,NA,382,317,380,78
"03M245 2014",411,0.533,0.467,0.088,0.175,0.243,0.47,0.163,0.017,0.358,NA,298,319,388,80
"03M245 2015",412,0.563,0.437,0.073,0.17,0.257,0.461,0.177,0.022,0.306,0.296,289,325,382,87
"03M245 2016",405,0.568,0.432,0.059,0.136,0.259,0.501,0.185,0.032,0.244,0.252,277,327,360,92
"03M245 2017",401,0.581,0.419,0.052,0.125,0.287,0.489,0.192,0.017,0.234,0.251,282,327,373,97
"03M247 2013",216,0.491,0.509,0,0.005,0.991,0,0.204,0.241,0.968,NA,193,305,187,54
"03M247 2014",195,0.549,0.451,0,0.005,0.995,0,0.226,0.272,0.938,NA,175,312,172,60
"03M247 2015",197,0.548,0.452,0,0.005,0.995,0,0.239,0.259,0.975,0.797,177,308,171,63
"03M247 2016",195,0.579,0.421,0,0.005,0.99,0.005,0.226,0.313,0.933,0.749,177,311,163,69
"03M247 2017",211,0.54,0.46,0,0.009,0.981,0.009,0.213,0.28,0.882,0.71,188,307,182,68
"03M250 2013",186,0.554,0.446,0.027,0.355,0.548,0.07,0.253,0.081,0.731,NA,167,290,167,61
"03M250 2014",190,0.537,0.463,0.032,0.4,0.468,0.089,0.284,0.068,0.705,NA,169,293,170,62
"03M250 2015",189,0.524,0.476,0.037,0.349,0.508,0.095,0.27,0.063,0.693,0.648,171,300,171,67
"03M250 2016",181,0.448,0.552,0.022,0.32,0.547,0.094,0.265,0.055,0.729,0.668,159,298,159,68
"03M250 2017",190,0.416,0.584,0.026,0.274,0.563,0.116,0.274,0.053,0.716,0.674,153,293,156,66
"03M256 2013",161,0.441,0.559,0.006,0.503,0.478,0.006,0.323,0.143,0.882,NA,150,266,147,37
"03M256 2014",159,0.459,0.541,0.013,0.484,0.478,0.019,0.296,0.151,0.893,NA,140,270,137,47
"03M256 2015",142,0.465,0.535,0.007,0.486,0.43,0.063,0.275,0.155,0.81,0.762,131,277,125,49
"03M256 2016",138,0.399,0.601,0.022,0.507,0.377,0.072,0.29,0.188,0.833,0.719,123,286,114,57
"03M256 2017",149,0.49,0.51,0.007,0.537,0.329,0.107,0.228,0.201,0.725,0.676,131,294,124,63
"03M258 2013",252,0.488,0.512,0.012,0.532,0.433,0.02,0.282,0.056,0.675,NA,211,297,207,56
"03M258 2014",258,0.465,0.535,0.012,0.516,0.422,0.047,0.31,0.039,0.667,NA,218,301,221,56
"03M258 2015",255,0.404,0.596,0.024,0.471,0.424,0.075,0.329,0.035,0.667,0.72,206,303,207,60
"03M258 2016",235,0.438,0.562,0.017,0.447,0.426,0.106,0.328,0.03,0.757,0.676,187,306,185,70
"03M258 2017",223,0.439,0.561,0.013,0.457,0.426,0.099,0.269,0.022,0.57,0.647,144,307,180,74
"03M291 2016",136,0.61,0.39,0.044,0.096,0.176,0.632,0.213,0.022,0.184,0.17,127,331,127,89
"03M291 2017",240,0.596,0.404,0.063,0.071,0.225,0.6,0.242,0.017,0.221,0.192,219,324,221,94
"03M333 2013",750,0.487,0.513,0.069,0.131,0.177,0.605,0.2,0.021,0.216,NA,376,315,372,82
"03M333 2014",771,0.485,0.515,0.062,0.117,0.169,0.625,0.196,0.018,0.189,NA,390,320,391,83
"03M333 2015",759,0.48,0.52,0.066,0.101,0.17,0.642,0.183,0.018,0.171,0.23,369,319,372,86
"03M333 2016",742,0.503,0.497,0.066,0.106,0.167,0.62,0.187,0.009,0.158,0.239,351,322,378,93
"03M333 2017",756,0.517,0.483,0.056,0.118,0.169,0.608,0.183,0.012,0.148,0.236,363,325,396,95
"03M334 2013",575,0.51,0.49,0.27,0.063,0.09,0.562,0.028,0.002,0.099,NA,403,366,404,119
"03M334 2014",576,0.531,0.469,0.288,0.056,0.085,0.554,0.03,0.003,0.097,NA,354,367,409,116
"03M334 2015",574,0.524,0.476,0.28,0.045,0.092,0.535,0.035,0.002,0.099,0.134,340,368,403,120
